state,trend_velocity,distress_mentions,substance_mentions,opioid_misuse_pct,social_composite,trends_interest,poverty_rate_pct,overdose_rate_per_100k,ews_mortality,ews_substance,ews_social,ews_trends,ews_socioeconomic,ews,ews_alert_level
CA,-83.0,0.0,0.0,4.3,0.0,39.74842767295597,11.966430251849935,8491.0,0.4,0.2389,0.0,0.3975,0.5439,0.3011,LOW
