url,video_id,title,author_name,author_url,transcript_available,n_segments,lex_vader_compound,lex_substance_score,lex_distress_score,lex_urgency_score,lex_composite_risk,sem_semantic_substance_score,sem_semantic_distress_score,sem_semantic_help_seeking_score,sem_semantic_composite_risk,semantic_method
https://youtu.be/rJSDgvWQSYI?si=xg7yppqoizxNADNE,rJSDgvWQSYI,How Drug Addiction Works,AJ+,https://www.youtube.com/@ajplus,True,53,0.13971132075471698,0.012814465408805032,0.00215633423180593,0.0,0.011899838274932616,0.010305660377358491,0.017345283018867924,0.0,0.01019245283018868,tfidf
