NAME,B01003_001E,B19013_001E,B17001_002E,B17001_001E,B23025_005E,B23025_002E,state,poverty_rate_pct,unemployment_rate_pct,population
Kansas,2937569,72639,328475,2850379,59154,1534589,20,11.523906119151173,3.8547128905524546,2937569
