NAME,B01003_001E,B19013_001E,B17001_002E,B17001_001E,B23025_005E,B23025_002E,state,poverty_rate_pct,unemployment_rate_pct,population
California,39242785,96334,4610600,38529452,1282259,20144078,06,11.966430251849935,6.365439013887854,39242785
